prompt_id,seed_id,cited,n_other_seeds,prompt_type,relevance,node
N0P61,SEED_82,0,29,literature review,0.031946399533903824,0
N0P61,SEED_104,0,29,literature review,0.027022006506890947,0
N0P61,SEED_10,1,29,literature review,0.2599772228262205,0
N0P61,SEED_23,0,29,literature review,0.24419454417762076,0
N0P61,SEED_11,0,29,literature review,0.06461885091273475,0
N0P61,SEED_90,0,29,literature review,0.10168314958353901,0
N0P61,SEED_108,1,29,literature review,0.11699373395608792,0
N0P61,SEED_46,0,29,literature review,0.027379269989798654,0
N0P61,SEED_76,0,29,literature review,0.02911097510188564,0
N0P61,SEED_27,1,29,literature review,0.1928425224241903,0
N0P61,SEED_54,0,29,literature review,0.0252978715058926,0
N0P110,SEED_110,1,29,literature review,0.08655273033551042,0
N0P110,SEED_92,0,29,literature review,0.05106624582263099,0
N0P110,SEED_87,0,29,literature review,0.14276304721670452,0
N0P110,SEED_48,1,29,literature review,0.029185376778173528,0
N0P110,SEED_61,1,29,literature review,0.059968033729275456,0
N0P110,SEED_100,0,29,literature review,0.022251536993773687,0
N0P110,SEED_101,0,29,literature review,0.023490079101840138,0
N0P110,SEED_71,0,29,literature review,0.01920486060179593,0
N0P110,SEED_31,1,29,literature review,0.033526494815073346,0
N0P110,SEED_73,0,29,literature review,0.09938073079147507,0
N0P110,SEED_106,0,29,literature review,0.0396656199956952,0
N0P110,SEED_103,0,29,literature review,0.1317058804580309,0
N0P110,SEED_38,0,29,literature review,0.061179792753602406,0
N0P110,SEED_17,0,29,literature review,0.029211956325465183,0
N0P110,SEED_99,0,29,literature review,0.058671135460116444,0
N0P110,SEED_63,0,29,literature review,0.04603307219547203,0
N0P110,SEED_10,1,29,literature review,0.2599772228262205,0
N0P110,SEED_21,1,29,literature review,0.04332717025608329,0
N0P110,SEED_53,1,29,literature review,0.08163751252417001,0
N0P110,SEED_66,0,29,literature review,0.009691035124209286,0
N0P110,SEED_8,0,29,literature review,0.06872182608709806,0
N0P110,SEED_35,0,29,literature review,0.053243975534267386,0
N0P110,SEED_52,1,29,literature review,0.0773265984984997,0
N0P110,SEED_37,0,29,literature review,0.0916688018924311,0
N0P110,SEED_55,1,29,literature review,0.09584107046851154,0
N0P110,SEED_1,0,29,literature review,0.13141875515524984,0
N0P110,SEED_49,0,29,literature review,0.032768873721272004,0
N0P110,SEED_34,0,29,literature review,0.08548426810230766,0
N0P110,SEED_18,0,29,literature review,0.07930603337696131,0
N0P110,SEED_118,1,29,literature review,0.03264322768755141,0
N0P109,SEED_57,1,29,literature review,0.03673991558283747,0
N0P109,SEED_16,0,29,literature review,0.06580490852851562,0
N0P109,SEED_114,0,29,literature review,0.05371749025215298,0
N0P109,SEED_107,0,29,literature review,0.042538122034430435,0
N0P109,SEED_97,0,29,literature review,0.03609440995756307,0
N0P109,SEED_101,0,29,literature review,0.023490079101840138,0
N0P109,SEED_3,1,29,literature review,0.06798054115184436,0
N0P109,SEED_45,0,29,literature review,0.04818303463809887,0
N0P109,SEED_94,1,29,literature review,0.1502174121454999,0
N0P109,SEED_71,0,29,literature review,0.01920486060179593,0
N0P109,SEED_0,1,29,literature review,0.03419115971424214,0
N0P109,SEED_65,1,29,literature review,0.09967558011174742,0
N0P109,SEED_105,0,29,literature review,0.024092964382771427,0
N0P109,SEED_95,1,29,literature review,0.18268931412556882,0
N0P109,SEED_39,0,29,literature review,0.03555690750708022,0
N0P109,SEED_116,0,29,literature review,0.15216520399588473,0
N0P109,SEED_70,0,29,literature review,0.08172477101102746,0
N0P109,SEED_115,0,29,literature review,0.02209761458825523,0
N0P109,SEED_23,1,29,literature review,0.24419454417762076,0
N0P109,SEED_11,1,29,literature review,0.06461885091273475,0
N0P109,SEED_52,0,29,literature review,0.0773265984984997,0
N0P109,SEED_55,1,29,literature review,0.09584107046851154,0
N0P109,SEED_91,0,29,literature review,0.037739388173408044,0
N0P109,SEED_49,0,29,literature review,0.032768873721272004,0
N0P109,SEED_34,0,29,literature review,0.08548426810230766,0
N0P109,SEED_46,0,29,literature review,0.027379269989798654,0
N0P109,SEED_76,0,29,literature review,0.02911097510188564,0
N0P109,SEED_40,0,29,literature review,0.03616922310850126,0
N0P109,SEED_13,1,29,literature review,0.030904771618012833,0
N0P109,SEED_56,0,29,literature review,0.021739942781307576,0
N0P10,SEED_89,0,29,literature review,0.013011664337656105,0
N0P10,SEED_110,1,29,literature review,0.08655273033551042,0
N0P10,SEED_42,0,29,literature review,0.051653349129091995,0
N0P10,SEED_48,1,29,literature review,0.029185376778173528,0
N0P10,SEED_100,0,29,literature review,0.022251536993773687,0
N0P10,SEED_3,1,29,literature review,0.06798054115184436,0
N0P10,SEED_94,1,29,literature review,0.1502174121454999,0
N0P10,SEED_31,0,29,literature review,0.033526494815073346,0
N0P10,SEED_28,0,29,literature review,0.03690431206766,0
N0P10,SEED_113,0,29,literature review,0.03869600182636786,0
N0P10,SEED_103,1,29,literature review,0.1317058804580309,0
N0P10,SEED_85,1,29,literature review,0.06585964077621878,0
N0P10,SEED_102,0,29,literature review,0.05485994308932408,0
N0P10,SEED_4,0,29,literature review,0.10778007277480268,0
N0P10,SEED_30,0,29,literature review,0.045065154448624835,0
N0P10,SEED_44,0,29,literature review,0.037266295783348585,0
N0P10,SEED_116,0,29,literature review,0.15216520399588473,0
N0P10,SEED_60,0,29,literature review,0.03900336059186124,0
N0P10,SEED_115,0,29,literature review,0.02209761458825523,0
N0P10,SEED_22,1,29,literature review,0.05799342396218755,0
N0P10,SEED_25,0,29,literature review,0.03134650983079614,0
N0P10,SEED_52,0,29,literature review,0.0773265984984997,0
N0P10,SEED_112,0,29,literature review,0.04763731112793226,0
N0P10,SEED_108,0,29,literature review,0.11699373395608792,0
N0P10,SEED_58,1,29,literature review,0.04043276523483182,0
N0P10,SEED_34,0,29,literature review,0.08548426810230766,0
N0P10,SEED_20,0,29,literature review,0.029535688085893946,0
N0P10,SEED_111,1,29,literature review,0.04969971145347565,0
N0P10,SEED_13,0,29,literature review,0.030904771618012833,0
N0P10,SEED_118,1,29,literature review,0.03264322768755141,0
N0P52,SEED_89,0,29,literature review,0.013011664337656105,0
N0P52,SEED_43,0,29,literature review,0.05652341745969014,0
N0P52,SEED_48,0,29,literature review,0.029185376778173528,0
N0P52,SEED_114,0,29,literature review,0.05371749025215298,0
N0P52,SEED_97,0,29,literature review,0.03609440995756307,0
N0P52,SEED_3,0,29,literature review,0.06798054115184436,0
N0P52,SEED_67,0,29,literature review,0.05032975495304677,0
N0P52,SEED_94,1,29,literature review,0.1502174121454999,0
N0P52,SEED_0,1,29,literature review,0.03419115971424214,0
N0P52,SEED_95,1,29,literature review,0.18268931412556882,0
N0P52,SEED_51,1,29,literature review,0.09567458183955731,0
N0P52,SEED_113,0,29,literature review,0.03869600182636786,0
N0P52,SEED_39,1,29,literature review,0.03555690750708022,0
N0P52,SEED_81,1,29,literature review,0.035788322601505926,0
N0P52,SEED_27,1,29,literature review,0.1928425224241903,0
N0P52,SEED_44,1,29,literature review,0.037266295783348585,0
N0P52,SEED_23,1,29,literature review,0.24419454417762076,0
N0P52,SEED_47,0,29,literature review,0.11197067729022589,0
N0P52,SEED_72,0,29,literature review,0.07981472218677699,0
N0P52,SEED_109,0,29,literature review,0.08741121552597077,0
N0P52,SEED_53,0,29,literature review,0.08163751252417001,0
N0P52,SEED_11,0,29,literature review,0.06461885091273475,0
N0P52,SEED_8,0,29,literature review,0.06872182608709806,0
N0P52,SEED_119,0,29,literature review,0.07263413180061329,0
N0P52,SEED_84,0,29,literature review,0.07184420324302587,0
N0P52,SEED_58,0,29,literature review,0.04043276523483182,0
N0P52,SEED_34,0,29,literature review,0.08548426810230766,0
N0P52,SEED_20,1,29,literature review,0.029535688085893946,0
N0P52,SEED_18,0,29,literature review,0.07930603337696131,0
N0P52,SEED_118,0,29,literature review,0.03264322768755141,0
N0P73,SEED_57,0,29,position paper,0.03673991558283747,0
N0P73,SEED_87,0,29,position paper,0.14276304721670452,0
N0P73,SEED_33,1,29,position paper,0.03666889624528128,0
N0P73,SEED_78,0,29,position paper,0.0228613868635909,0
N0P73,SEED_88,1,29,position paper,0.0751324199578783,0
N0P73,SEED_71,0,29,position paper,0.01920486060179593,0
N0P73,SEED_15,0,29,position paper,0.12583525799894296,0
N0P73,SEED_9,0,29,position paper,0.05790057358028041,0
N0P73,SEED_85,1,29,position paper,0.06585964077621878,0
N0P73,SEED_62,1,29,position paper,0.04784216452869475,0
N0P73,SEED_17,0,29,position paper,0.029211956325465183,0
N0P73,SEED_44,1,29,position paper,0.037266295783348585,0
N0P73,SEED_116,0,29,position paper,0.15216520399588473,0
N0P73,SEED_70,0,29,position paper,0.08172477101102746,0
N0P73,SEED_99,0,29,position paper,0.058671135460116444,0
N0P73,SEED_36,1,29,position paper,0.13828262665054547,0
N0P73,SEED_115,0,29,position paper,0.02209761458825523,0
N0P73,SEED_22,0,29,position paper,0.05799342396218755,0
N0P73,SEED_11,0,29,position paper,0.06461885091273475,0
N0P73,SEED_8,0,29,position paper,0.06872182608709806,0
N0P73,SEED_25,0,29,position paper,0.03134650983079614,0
N0P73,SEED_56,0,29,position paper,0.021739942781307576,0
N0P73,SEED_91,0,29,position paper,0.037739388173408044,0
N0P73,SEED_112,0,29,position paper,0.04763731112793226,0
N0P73,SEED_90,1,29,position paper,0.10168314958353901,0
N0P73,SEED_49,0,29,position paper,0.032768873721272004,0
N0P73,SEED_111,0,29,position paper,0.04969971145347565,0
N0P73,SEED_27,1,29,position paper,0.1928425224241903,0
N0P73,SEED_40,0,29,position paper,0.03616922310850126,0
N0P73,SEED_118,1,29,position paper,0.03264322768755141,0
N0P112,SEED_87,0,29,position paper,0.14276304721670452,0
N0P112,SEED_48,0,29,position paper,0.029185376778173528,0
N0P112,SEED_88,1,29,position paper,0.0751324199578783,0
N0P112,SEED_100,0,29,position paper,0.022251536993773687,0
N0P112,SEED_75,0,29,position paper,0.004317454748062883,0
N0P112,SEED_3,1,29,position paper,0.06798054115184436,0
N0P112,SEED_50,0,29,position paper,0.07323859452802539,0
N0P112,SEED_94,1,29,position paper,0.1502174121454999,0
N0P112,SEED_31,0,29,position paper,0.033526494815073346,0
N0P112,SEED_73,0,29,position paper,0.09938073079147507,0
N0P112,SEED_59,0,29,position paper,0.03537515898047227,0
N0P112,SEED_81,0,29,position paper,0.035788322601505926,0
N0P112,SEED_62,1,29,position paper,0.04784216452869475,0
N0P112,SEED_117,0,29,position paper,0.058265813707136085,0
N0P112,SEED_70,1,29,position paper,0.08172477101102746,0
N0P112,SEED_104,1,29,position paper,0.027022006506890947,0
N0P112,SEED_23,0,29,position paper,0.24419454417762076,0
N0P112,SEED_69,0,29,position paper,0.01686621307186654,0
N0P112,SEED_72,0,29,position paper,0.07981472218677699,0
N0P112,SEED_109,0,29,position paper,0.08741121552597077,0
N0P112,SEED_14,1,29,position paper,0.029758165991292006,0
N0P112,SEED_22,1,29,position paper,0.05799342396218755,0
N0P112,SEED_25,0,29,position paper,0.03134650983079614,0
N0P112,SEED_119,0,29,position paper,0.07263413180061329,0
N0P112,SEED_35,0,29,position paper,0.053243975534267386,0
N0P112,SEED_37,1,29,position paper,0.0916688018924311,0
N0P112,SEED_90,0,29,position paper,0.10168314958353901,0
N0P112,SEED_41,0,29,position paper,0.06663729499428636,0
N0P112,SEED_46,0,29,position paper,0.027379269989798654,0
N0P112,SEED_40,1,29,position paper,0.03616922310850126,0
N0P90,SEED_43,0,29,literature review,0.05652341745969014,0
N0P90,SEED_33,1,29,literature review,0.03666889624528128,0
N0P90,SEED_78,0,29,literature review,0.0228613868635909,0
N0P90,SEED_107,0,29,literature review,0.042538122034430435,0
N0P90,SEED_61,1,29,literature review,0.059968033729275456,0
N0P90,SEED_101,0,29,literature review,0.023490079101840138,0
N0P90,SEED_94,1,29,literature review,0.1502174121454999,0
N0P90,SEED_31,0,29,literature review,0.033526494815073346,0
N0P90,SEED_12,0,29,literature review,0.06332329199540948,0
N0P90,SEED_24,1,29,literature review,0.06525103738400904,0
N0P90,SEED_0,0,29,literature review,0.03419115971424214,0
N0P90,SEED_65,0,29,literature review,0.09967558011174742,0
N0P90,SEED_105,0,29,literature review,0.024092964382771427,0
N0P90,SEED_51,0,29,literature review,0.09567458183955731,0
N0P90,SEED_103,1,29,literature review,0.1317058804580309,0
N0P90,SEED_85,1,29,literature review,0.06585964077621878,0
N0P90,SEED_81,1,29,literature review,0.035788322601505926,0
N0P90,SEED_30,0,29,literature review,0.045065154448624835,0
N0P90,SEED_17,0,29,literature review,0.029211956325465183,0
N0P90,SEED_23,1,29,literature review,0.24419454417762076,0
N0P90,SEED_72,0,29,literature review,0.07981472218677699,0
N0P90,SEED_22,1,29,literature review,0.05799342396218755,0
N0P90,SEED_11,1,29,literature review,0.06461885091273475,0
N0P90,SEED_37,0,29,literature review,0.0916688018924311,0
N0P90,SEED_1,0,29,literature review,0.13141875515524984,0
N0P90,SEED_49,0,29,literature review,0.032768873721272004,0
N0P90,SEED_41,0,29,literature review,0.06663729499428636,0
N0P90,SEED_96,0,29,literature review,0.10358875368385743,0
N0P90,SEED_86,0,29,literature review,0.07467253707820579,0
N0P90,SEED_54,0,29,literature review,0.0252978715058926,0
N0P18,SEED_89,0,29,literature review,0.013011664337656105,0
N0P18,SEED_48,1,29,literature review,0.029185376778173528,0
N0P18,SEED_61,1,29,literature review,0.059968033729275456,0
N0P18,SEED_114,0,29,literature review,0.05371749025215298,0
N0P18,SEED_97,0,29,literature review,0.03609440995756307,0
N0P18,SEED_26,0,29,literature review,0.07104261452564097,0
N0P18,SEED_98,1,29,literature review,0.011894667691759708,0
N0P18,SEED_45,0,29,literature review,0.04818303463809887,0
N0P18,SEED_94,1,29,literature review,0.1502174121454999,0
N0P18,SEED_73,0,29,literature review,0.09938073079147507,0
N0P18,SEED_28,0,29,literature review,0.03690431206766,0
N0P18,SEED_106,0,29,literature review,0.0396656199956952,0
N0P18,SEED_0,1,29,literature review,0.03419115971424214,0
N0P18,SEED_95,0,29,literature review,0.18268931412556882,0
N0P18,SEED_7,1,29,literature review,0.021341441722662596,0
N0P18,SEED_38,0,29,literature review,0.061179792753602406,0
N0P18,SEED_62,1,29,literature review,0.04784216452869475,0
N0P18,SEED_68,0,29,literature review,0.022306762819201194,0
N0P18,SEED_2,0,29,literature review,0.12297460110382108,0
N0P18,SEED_115,0,29,literature review,0.02209761458825523,0
N0P18,SEED_69,1,29,literature review,0.01686621307186654,0
N0P18,SEED_109,0,29,literature review,0.08741121552597077,0
N0P18,SEED_53,1,29,literature review,0.08163751252417001,0
N0P18,SEED_77,0,29,literature review,0.09597717740914226,0
N0P18,SEED_93,0,29,literature review,0.06110953885154956,0
N0P18,SEED_119,0,29,literature review,0.07263413180061329,0
N0P18,SEED_49,0,29,literature review,0.032768873721272004,0
N0P18,SEED_34,0,29,literature review,0.08548426810230766,0
N0P18,SEED_74,1,29,literature review,0.045788952881914514,0
N0P18,SEED_96,0,29,literature review,0.10358875368385743,0
N0P35,SEED_64,0,29,literature review,0.07877200791990707,0
N0P35,SEED_57,1,29,literature review,0.03673991558283747,0
N0P35,SEED_89,0,29,literature review,0.013011664337656105,0
N0P35,SEED_43,0,29,literature review,0.05652341745969014,0
N0P35,SEED_92,0,29,literature review,0.05106624582263099,0
N0P35,SEED_42,1,29,literature review,0.051653349129091995,0
N0P35,SEED_61,1,29,literature review,0.059968033729275456,0
N0P35,SEED_48,1,29,literature review,0.029185376778173528,0
N0P35,SEED_100,0,29,literature review,0.022251536993773687,0
N0P35,SEED_101,0,29,literature review,0.023490079101840138,0
N0P35,SEED_98,1,29,literature review,0.011894667691759708,0
N0P35,SEED_75,0,29,literature review,0.004317454748062883,0
N0P35,SEED_24,1,29,literature review,0.06525103738400904,0
N0P35,SEED_0,1,29,literature review,0.03419115971424214,0
N0P35,SEED_105,0,29,literature review,0.024092964382771427,0
N0P35,SEED_38,0,29,literature review,0.061179792753602406,0
N0P35,SEED_62,1,29,literature review,0.04784216452869475,0
N0P35,SEED_44,0,29,literature review,0.037266295783348585,0
N0P35,SEED_19,0,29,literature review,0.04109700523383222,0
N0P35,SEED_68,0,29,literature review,0.022306762819201194,0
N0P35,SEED_70,0,29,literature review,0.08172477101102746,0
N0P35,SEED_36,1,29,literature review,0.13828262665054547,0
N0P35,SEED_69,0,29,literature review,0.01686621307186654,0
N0P35,SEED_53,1,29,literature review,0.08163751252417001,0
N0P35,SEED_109,0,29,literature review,0.08741121552597077,0
N0P35,SEED_84,0,29,literature review,0.07184420324302587,0
N0P35,SEED_58,0,29,literature review,0.04043276523483182,0
N0P35,SEED_34,0,29,literature review,0.08548426810230766,0
N0P35,SEED_41,0,29,literature review,0.06663729499428636,0
N0P35,SEED_74,0,29,literature review,0.045788952881914514,0
N0P115,SEED_57,1,29,position paper,0.03673991558283747,0
N0P115,SEED_64,0,29,position paper,0.07877200791990707,0
N0P115,SEED_33,0,29,position paper,0.03666889624528128,0
N0P115,SEED_107,0,29,position paper,0.042538122034430435,0
N0P115,SEED_61,1,29,position paper,0.059968033729275456,0
N0P115,SEED_88,1,29,position paper,0.0751324199578783,0
N0P115,SEED_101,1,29,position paper,0.023490079101840138,0
N0P115,SEED_98,1,29,position paper,0.011894667691759708,0
N0P115,SEED_75,0,29,position paper,0.004317454748062883,0
N0P115,SEED_3,1,29,position paper,0.06798054115184436,0
N0P115,SEED_50,0,29,position paper,0.07323859452802539,0
N0P115,SEED_71,0,29,position paper,0.01920486060179593,0
N0P115,SEED_73,0,29,position paper,0.09938073079147507,0
N0P115,SEED_28,0,29,position paper,0.03690431206766,0
N0P115,SEED_12,0,29,position paper,0.06332329199540948,0
N0P115,SEED_65,1,29,position paper,0.09967558011174742,0
N0P115,SEED_95,1,29,position paper,0.18268931412556882,0
N0P115,SEED_59,0,29,position paper,0.03537515898047227,0
N0P115,SEED_113,0,29,position paper,0.03869600182636786,0
N0P115,SEED_44,0,29,position paper,0.037266295783348585,0
N0P115,SEED_19,0,29,position paper,0.04109700523383222,0
N0P115,SEED_117,0,29,position paper,0.058265813707136085,0
N0P115,SEED_47,1,29,position paper,0.11197067729022589,0
N0P115,SEED_66,0,29,position paper,0.009691035124209286,0
N0P115,SEED_55,1,29,position paper,0.09584107046851154,0
N0P115,SEED_37,0,29,position paper,0.0916688018924311,0
N0P115,SEED_1,0,29,position paper,0.13141875515524984,0
N0P115,SEED_74,0,29,position paper,0.045788952881914514,0
N0P115,SEED_86,0,29,position paper,0.07467253707820579,0
N0P115,SEED_13,0,29,position paper,0.030904771618012833,0
N0P26,SEED_110,0,29,literature review,0.08655273033551042,0
N0P26,SEED_92,0,29,literature review,0.05106624582263099,0
N0P26,SEED_16,0,29,literature review,0.06580490852851562,0
N0P26,SEED_61,1,29,literature review,0.059968033729275456,0
N0P26,SEED_114,0,29,literature review,0.05371749025215298,0
N0P26,SEED_97,0,29,literature review,0.03609440995756307,0
N0P26,SEED_88,1,29,literature review,0.0751324199578783,0
N0P26,SEED_75,0,29,literature review,0.004317454748062883,0
N0P26,SEED_67,0,29,literature review,0.05032975495304677,0
N0P26,SEED_94,1,29,literature review,0.1502174121454999,0
N0P26,SEED_12,0,29,literature review,0.06332329199540948,0
N0P26,SEED_24,1,29,literature review,0.06525103738400904,0
N0P26,SEED_95,1,29,literature review,0.18268931412556882,0
N0P26,SEED_38,0,29,literature review,0.061179792753602406,0
N0P26,SEED_29,0,29,literature review,0.07042009300336129,0
N0P26,SEED_68,0,29,literature review,0.022306762819201194,0
N0P26,SEED_117,0,29,literature review,0.058265813707136085,0
N0P26,SEED_5,0,29,literature review,0.04891575446422762,0
N0P26,SEED_36,1,29,literature review,0.13828262665054547,0
N0P26,SEED_23,1,29,literature review,0.24419454417762076,0
N0P26,SEED_6,1,29,literature review,0.03894507193462498,0
N0P26,SEED_22,0,29,literature review,0.05799342396218755,0
N0P26,SEED_35,0,29,literature review,0.053243975534267386,0
N0P26,SEED_37,0,29,literature review,0.0916688018924311,0
N0P26,SEED_90,0,29,literature review,0.10168314958353901,0
N0P26,SEED_1,0,29,literature review,0.13141875515524984,0
N0P26,SEED_46,0,29,literature review,0.027379269989798654,0
N0P26,SEED_76,0,29,literature review,0.02911097510188564,0
N0P26,SEED_27,1,29,literature review,0.1928425224241903,0
N0P26,SEED_118,1,29,literature review,0.03264322768755141,0
N0P19,SEED_43,0,29,position paper,0.05652341745969014,0
N0P19,SEED_92,0,29,position paper,0.05106624582263099,0
N0P19,SEED_16,0,29,position paper,0.06580490852851562,0
N0P19,SEED_107,0,29,position paper,0.042538122034430435,0
N0P19,SEED_33,1,29,position paper,0.03666889624528128,0
N0P19,SEED_48,1,29,position paper,0.029185376778173528,0
N0P19,SEED_75,0,29,position paper,0.004317454748062883,0
N0P19,SEED_3,1,29,position paper,0.06798054115184436,0
N0P19,SEED_50,0,29,position paper,0.07323859452802539,0
N0P19,SEED_79,0,29,position paper,0.1318500750967745,0
N0P19,SEED_51,0,29,position paper,0.09567458183955731,0
N0P19,SEED_59,0,29,position paper,0.03537515898047227,0
N0P19,SEED_85,0,29,position paper,0.06585964077621878,0
N0P19,SEED_102,0,29,position paper,0.05485994308932408,0
N0P19,SEED_62,1,29,position paper,0.04784216452869475,0
N0P19,SEED_17,0,29,position paper,0.029211956325465183,0
N0P19,SEED_68,0,29,position paper,0.022306762819201194,0
N0P19,SEED_82,1,29,position paper,0.031946399533903824,0
N0P19,SEED_104,0,29,position paper,0.027022006506890947,0
N0P19,SEED_21,1,29,position paper,0.04332717025608329,0
N0P19,SEED_10,0,29,position paper,0.2599772228262205,0
N0P19,SEED_23,0,29,position paper,0.24419454417762076,0
N0P19,SEED_72,0,29,position paper,0.07981472218677699,0
N0P19,SEED_6,1,29,position paper,0.03894507193462498,0
N0P19,SEED_84,0,29,position paper,0.07184420324302587,0
N0P19,SEED_108,1,29,position paper,0.11699373395608792,0
N0P19,SEED_49,0,29,position paper,0.032768873721272004,0
N0P19,SEED_86,0,29,position paper,0.07467253707820579,0
N0P19,SEED_54,0,29,position paper,0.0252978715058926,0
N0P19,SEED_118,1,29,position paper,0.03264322768755141,0
N0P103,SEED_64,0,29,literature review,0.07877200791990707,0
N0P103,SEED_107,0,29,literature review,0.042538122034430435,0
N0P103,SEED_97,0,29,literature review,0.03609440995756307,0
N0P103,SEED_67,0,29,literature review,0.05032975495304677,0
N0P103,SEED_9,1,29,literature review,0.05790057358028041,0
N0P103,SEED_79,0,29,literature review,0.1318500750967745,0
N0P103,SEED_0,1,29,literature review,0.03419115971424214,0
N0P103,SEED_7,0,29,literature review,0.021341441722662596,0
N0P103,SEED_113,0,29,literature review,0.03869600182636786,0
N0P103,SEED_85,1,29,literature review,0.06585964077621878,0
N0P103,SEED_81,0,29,literature review,0.035788322601505926,0
N0P103,SEED_4,0,29,literature review,0.10778007277480268,0
N0P103,SEED_29,0,29,literature review,0.07042009300336129,0
N0P103,SEED_17,0,29,literature review,0.029211956325465183,0
N0P103,SEED_19,0,29,literature review,0.04109700523383222,0
N0P103,SEED_117,0,29,literature review,0.058265813707136085,0
N0P103,SEED_82,0,29,literature review,0.031946399533903824,0
N0P103,SEED_104,1,29,literature review,0.027022006506890947,0
N0P103,SEED_115,0,29,literature review,0.02209761458825523,0
N0P103,SEED_69,1,29,literature review,0.01686621307186654,0
N0P103,SEED_47,1,29,literature review,0.11197067729022589,0
N0P103,SEED_6,1,29,literature review,0.03894507193462498,0
N0P103,SEED_8,0,29,literature review,0.06872182608709806,0
N0P103,SEED_52,0,29,literature review,0.0773265984984997,0
N0P103,SEED_108,1,29,literature review,0.11699373395608792,0
N0P103,SEED_90,0,29,literature review,0.10168314958353901,0
N0P103,SEED_1,0,29,literature review,0.13141875515524984,0
N0P103,SEED_58,1,29,literature review,0.04043276523483182,0
N0P103,SEED_80,0,29,literature review,0.05412529367962349,0
N0P103,SEED_27,1,29,literature review,0.1928425224241903,0
N0P72,SEED_57,1,29,literature review,0.03673991558283747,0
N0P72,SEED_107,0,29,literature review,0.042538122034430435,0
N0P72,SEED_97,0,29,literature review,0.03609440995756307,0
N0P72,SEED_83,0,29,literature review,0.052741438587646794,0
N0P72,SEED_3,0,29,literature review,0.06798054115184436,0
N0P72,SEED_67,0,29,literature review,0.05032975495304677,0
N0P72,SEED_50,0,29,literature review,0.07323859452802539,0
N0P72,SEED_31,0,29,literature review,0.033526494815073346,0
N0P72,SEED_73,0,29,literature review,0.09938073079147507,0
N0P72,SEED_9,0,29,literature review,0.05790057358028041,0
N0P72,SEED_4,0,29,literature review,0.10778007277480268,0
N0P72,SEED_30,1,29,literature review,0.045065154448624835,0
N0P72,SEED_17,0,29,literature review,0.029211956325465183,0
N0P72,SEED_116,0,29,literature review,0.15216520399588473,0
N0P72,SEED_19,1,29,literature review,0.04109700523383222,0
N0P72,SEED_99,1,29,literature review,0.058671135460116444,0
N0P72,SEED_63,0,29,literature review,0.04603307219547203,0
N0P72,SEED_82,1,29,literature review,0.031946399533903824,0
N0P72,SEED_115,0,29,literature review,0.02209761458825523,0
N0P72,SEED_23,0,29,literature review,0.24419454417762076,0
N0P72,SEED_47,1,29,literature review,0.11197067729022589,0
N0P72,SEED_72,0,29,literature review,0.07981472218677699,0
N0P72,SEED_77,1,29,literature review,0.09597717740914226,0
N0P72,SEED_14,1,29,literature review,0.029758165991292006,0
N0P72,SEED_35,0,29,literature review,0.053243975534267386,0
N0P72,SEED_49,0,29,literature review,0.032768873721272004,0
N0P72,SEED_46,1,29,literature review,0.027379269989798654,0
N0P72,SEED_86,0,29,literature review,0.07467253707820579,0
N0P72,SEED_40,0,29,literature review,0.03616922310850126,0
N0P72,SEED_56,0,29,literature review,0.021739942781307576,0
N0P49,SEED_64,0,29,position paper,0.07877200791990707,0
N0P49,SEED_57,0,29,position paper,0.03673991558283747,0
N0P49,SEED_89,0,29,position paper,0.013011664337656105,0
N0P49,SEED_110,0,29,position paper,0.08655273033551042,0
N0P49,SEED_92,0,29,position paper,0.05106624582263099,0
N0P49,SEED_43,0,29,position paper,0.05652341745969014,0
N0P49,SEED_114,0,29,position paper,0.05371749025215298,0
N0P49,SEED_83,0,29,position paper,0.052741438587646794,0
N0P49,SEED_101,0,29,position paper,0.023490079101840138,0
N0P49,SEED_98,1,29,position paper,0.011894667691759708,0
N0P49,SEED_12,0,29,position paper,0.06332329199540948,0
N0P49,SEED_95,1,29,position paper,0.18268931412556882,0
N0P49,SEED_51,1,29,position paper,0.09567458183955731,0
N0P49,SEED_85,0,29,position paper,0.06585964077621878,0
N0P49,SEED_29,0,29,position paper,0.07042009300336129,0
N0P49,SEED_70,0,29,position paper,0.08172477101102746,0
N0P49,SEED_115,0,29,position paper,0.02209761458825523,0
N0P49,SEED_109,0,29,position paper,0.08741121552597077,0
N0P49,SEED_53,0,29,position paper,0.08163751252417001,0
N0P49,SEED_14,1,29,position paper,0.029758165991292006,0
N0P49,SEED_77,1,29,position paper,0.09597717740914226,0
N0P49,SEED_93,0,29,position paper,0.06110953885154956,0
N0P49,SEED_52,0,29,position paper,0.0773265984984997,0
N0P49,SEED_37,1,29,position paper,0.0916688018924311,0
N0P49,SEED_55,1,29,position paper,0.09584107046851154,0
N0P49,SEED_58,1,29,position paper,0.04043276523483182,0
N0P49,SEED_27,1,29,position paper,0.1928425224241903,0
N0P49,SEED_40,0,29,position paper,0.03616922310850126,0
N0P49,SEED_54,0,29,position paper,0.0252978715058926,0
N0P49,SEED_118,1,29,position paper,0.03264322768755141,0
N0P1,SEED_57,1,29,position paper,0.03673991558283747,0
N0P1,SEED_43,0,29,position paper,0.05652341745969014,0
N0P1,SEED_83,0,29,position paper,0.052741438587646794,0
N0P1,SEED_88,1,29,position paper,0.0751324199578783,0
